ID,MW
80267,424.3547114
80268,224.1171972
80269,434.3519481
80270,199.066151
80271,220.1457813
80272,185.2138013
80274,353.2924455
80276,256.2396817
80277,396.3386674
80278,368.3648822
80279,73.05221523
80280,184.0366247
80281,226.1060417
80283,162.0522748
80285,136.1246519
80286,222.1978168
80287,149.1046447
80288,305.1985451
80289,131.0576945
80290,304.0454888
80291,342.1156629
80292,158.0434414
80293,208.0882664
80294,176.0467955
80295,102.1151498
80296,180.0681996
80297,384.3386674
80298,286.229117
80301,116.01041
80302,150.1039165
80304,151.0627799
80305,122.0362308
80306,226.156346
80307,194.1665167
80308,156.1144811
80309,136.1246519
80310,136.1246519
80311,136.1246519
80312,222.1978168
80314,90.03114544
80315,130.0260601
80316,152.0467955
80317,141.9752874
80318,416.3648822
80319,204.1872522
80320,174.0158893
80321,121.088601
80322,108.0205808
80324,152.0679249
80325,504.1684863
80326,344.131313
80327,342.1156629
80329,134.0726163
80330,75.0678653
80331,280.2396817
80332,134.0209747
80334,104.0467955
80335,86.08384971
80338,109.0522152
80339,272.2345963
80340,884.7827425
80341,170.130131
80342,170.130131
80343,198.161431
80344,198.161431
80345,184.145781
80347,129.057301
