ID,MW
1618,268.09985
1627,135.06841
1634,250.09911
1645,310.2041
1656,100.05238
1667,548.24258
1676,520.24722
1680,237.11512
1683,371.15179
1690,190.12022
1691,237.07889
1695,206.1305
1696,241.14648
1703,446.28225
1723,390.25579
1742,272.15976
1755,426.1327
1767,415.98296
1778,257.23526
1787,340.20365
1791,406.2507
1802,250.17783
1803,219.10455
1810,235.1569
1812,354.16168
1839,182.08425
1858,256.12099
1859,284.17713
1868,462.12324
1885,587.50198
1893,692.17264
1934,303.2923
1961,737.23048
2007,587.50236
2030,564.27341
2039,148.01597
2040,521.58941
2057,867.17621
2060,331.32375
2089,371.33979
2096,367.41759
2099,587.50233
2104,822.11845
2119,658.16898
2161,619.15235
2168,353.40205
2180,731.27717
2230,341.3656
2238,401.38675
2250,97.97682
2315,545.48088
2316,574.09466
2320,318.27692
2327,445.41297
2343,204.07844
2376,686.21936
2381,82.05305
2390,363.33473
2395,577.49196
2452,352.34529
2467,362.30315
2482,437.42273
2483,489.43938
2496,662.44539
2503,561.55968
2510,533.46571
2516,534.22673
2521,570.47612
2537,589.59079
2569,120.9588
2571,489.43919
2573,582.3347
2574,538.30825
2589,445.41302
2602,406.32927
2606,196.10976
2635,407.36092
2656,712.36188
2663,555.33487
2674,324.31396
2678,371.33983
2692,457.46494
2702,563.38883
2707,771.60665
2710,692.07965
2713,391.36603
2724,626.36079
2727,538.30826
2745,737.13751
2767,815.63274
2775,373.35551
2786,204.07846
2787,225.15154
2797,313.3344
2832,414.1844
2833,603.49769
2835,555.3349
2840,577.4708
2849,563.38874
2850,313.33433
2851,359.35514
2858,626.36085
2901,582.43436
2908,727.58053
2926,595.50189
2928,494.38141
2936,639.52803
2949,451.40271
2958,538.40782
2962,660.44505
2972,555.43415
2974,481.44893
2977,102.94823
2987,339.3863
3000,466.31403
3010,626.46058
3022,616.41868
3034,524.35607
3052,370.09366
3057,218.16685
3062,511.30862
3068,381.43339
3080,599.4607
3093,399.36076
3099,670.38707
3107,670.38723
3109,583.36618
3113,633.44521
3121,408.27216
3126,507.44942
3130,346.30818
3148,722.38263
3152,528.36626
3155,654.49196
3170,467.38166
3171,563.38854
3191,504.40238
3192,386.12249
3193,511.40775
3203,598.40216
3213,484.3399
3216,336.19481
3221,683.55427
3239,451.38713
3247,319.28741
3249,698.51822
3251,670.48682
3255,402.39735
3259,636.38155
3264,380.23496
3265,549.46071
3276,196.10976
3279,406.25062
3285,473.35263
3298,704.4713
3307,460.144
3316,714.4135
3320,627.49189
3323,364.24007
3326,443.2572
3331,598.4022
3336,721.49791
3341,463.42343
3349,677.47151
3354,583.36612
3365,453.41797
3370,350.23031
3373,330.14776
3378,859.65894
3385,435.39219
3386,758.43975
3387,635.14755
3389,768.16937
3418,292.18843
3421,597.5696
3425,582.39821
3430,714.41349
3433,567.47014
3437,802.46551
3441,589.41904
3450,846.49196
3452,318.29215
3453,367.41763
3458,515.38184
3462,540.38741
3466,501.36638
3469,489.43923
3476,479.43416
3484,576.12698
3498,627.39249
3500,621.51791
3511,621.5182
3516,758.43979
3517,551.47558
3531,551.52776
3546,505.43431
3551,423.35593
3553,743.5758
3559,511.30866
3561,368.34386
3562,580.55433
3563,687.51338
3577,671.5182
3590,564.3969
3596,403.30834
3597,714.51318
3600,364.24005
3601,590.08975
3607,541.38264
3619,731.44023
3621,465.52723
3630,643.38742
3633,521.42897
3640,765.26207
3644,579.57035
3651,343.32367
3655,353.29248
3657,343.34487
3663,483.34052
3674,401.38668
3675,687.41377
3703,731.53985
3704,539.34005
3720,383.30342
3727,385.33785
3729,203.07333
3735,655.52314
3736,409.46438
3750,274.25078
3752,380.23495
3760,454.47487
3763,802.46588
3771,355.34499
3780,481.44859
3781,411.44395
3783,390.33448
3784,611.49675
3796,461.40805
3803,417.38194
3812,591.1213
3814,890.51805
3815,748.49765
3818,461.40801
3828,610.36609
3847,319.28738
3863,446.28229
3865,742.54454
3873,903.68508
3900,184.10975
3922,890.51793
3934,490.42278
3993,659.17235
3999,699.54952
4016,380.23497
4019,715.54457
4020,311.2224
4025,539.34012
4048,765.5241
4057,863.51852
4065,364.24003
4071,237.12642
4088,696.07439
4104,465.52718
4105,479.41813
4112,418.35725
4125,380.23494
4126,599.42489
4138,775.46628
4150,731.44009
4177,460.09732
4182,463.42342
4186,430.39221
4191,599.36135
4192,698.48197
4196,150.08913
4197,907.54458
4204,304.26138
4205,585.48769
4215,261.14752
4227,775.4661
4235,759.57109
4244,652.51273
4252,417.32757
4283,786.57062
4298,97.97687
4302,390.25576
4321,411.37083
4323,426.36127
4337,396.28757
4341,432.40809
4346,863.51845
4347,418.36555
4372,467.28242
4373,563.38856
4387,671.41882
4389,505.20187
4391,703.24613
4392,669.53901
4399,148.016
4400,819.49212
4409,436.28354
4412,643.38738
4416,803.59714
4424,384.35035
4427,562.38112
4457,758.53955
4460,390.21946
4469,367.25696
4470,729.56023
4473,934.54418
4497,439.37738
4500,348.21467
4513,608.58507
4525,523.44374
4528,288.19473
4551,687.41387
4570,627.39246
4579,376.22174
4581,370.35573
4597,535.48076
4607,352.34536
4608,422.316
4613,291.2924
4615,819.49235
4631,318.16773
4635,671.419
4684,257.27168
4696,934.54444
4711,335.53635
4712,491.45474
4735,787.60207
4740,420.30274
4769,695.5905
4774,715.44521
4783,561.47555
4807,366.31324
4813,347.21349
4825,430.28721
4836,397.3189
4859,355.38144
4891,580.39203
4897,410.3543
4900,256.18251
4906,432.3448
4914,498.47592
4942,394.28708
4946,505.43422
4953,423.28309
4956,308.14095
4963,775.56618
4984,505.37656
5000,406.25072
5002,400.28221
5006,756.52385
5018,665.54417
5023,641.50748
5032,367.38086
5037,485.37161
5039,325.13125
5059,555.39827
5062,947.71144
5063,792.52393
5064,907.54427
5068,545.39286
5069,518.27247
5072,256.12849
5093,241.16761
5104,437.4959
5110,495.29855
5111,417.28881
5132,238.05449
5140,449.38682
5145,257.27159
5195,579.50661
5201,715.44558
5209,241.14647
5221,324.24846
5224,550.41795
5228,385.39185
5253,384.08919
5265,182.09411
5270,311.10706
5278,819.59234
5279,710.55466
5287,640.47616
5291,508.49662
5298,415.36633
5300,951.57114
5303,362.30314
5306,449.37129
5309,367.4176
5322,438.18155
5328,951.5711
5334,280.28765
5339,275.2611
5344,883.17157
5346,667.55936
5358,598.40194
5364,657.50255
5365,481.39636
5366,370.09375
5373,665.54445
5380,569.44979
5390,332.27144
5392,831.62809
5404,553.54322
5405,602.43326
5410,549.51177
5424,685.53382
5454,461.40787
5456,529.34751
5457,390.25582
5487,392.27142
5529,618.32529
5532,381.43324
5544,283.28732
5549,443.25703
5551,847.62327
5553,408.43265
5558,814.56564
5560,439.45001
5570,233.21414
5596,365.24119
5599,425.29861
5631,508.39631
5638,753.63241
5644,364.20369
5658,457.34058
5671,495.29845
5688,525.42284
5694,637.54851
5699,978.5704
5717,451.27221
5734,315.3135
5737,508.2683
5763,613.47627
5770,802.56563
5772,783.64293
5778,485.32053
5814,471.19414
5822,310.24075
5834,358.25041
5836,281.01393
5842,596.07677
5843,225.15155
5848,561.16487
5850,539.32477
5852,552.42324
5857,474.29007
5872,539.32491
5876,464.36985
5881,523.50789
5886,288.14644
5889,432.337
5901,426.13621
5917,441.29363
5920,231.19848
5931,773.5867
5946,560.28966
5961,529.39792
5974,771.60714
5975,701.52905
5982,483.40752
5983,389.05028
5995,217.94704
6011,610.35053
6022,583.41454
6024,334.27181
6032,460.09387
6037,372.26613
6045,809.5504
6047,609.51669
6048,660.16659
6050,356.31938
6051,417.32739
6055,593.48698
6059,513.393
6060,211.15706
6101,322.199
6111,267.10458
6125,355.34506
6130,237.12639
6133,366.22522
6135,563.26137
6146,303.29242
6158,583.35103
6167,439.3505
6183,615.45586
6187,374.33939
6199,595.14061
6216,991.73752
6217,298.19307
6218,785.62269
6221,451.27214
6225,571.42957
6228,449.3869
6229,759.47206
6239,601.48242
6252,600.41711
6253,554.40311
6257,715.50847
6266,479.46926
6279,995.59732
6301,360.32384
6318,563.52724
6319,562.22154
6320,531.23985
6333,597.40951
6336,203.07331
6345,714.34183
6384,483.37626
6385,233.08384
6402,527.403
6412,388.26121
6450,409.46462
6457,495.31372
6478,318.1407
6484,579.50633
6493,497.35625
6523,400.33414
6541,677.4716
6560,477.41774
6569,613.44017
6571,452.29816
6580,304.15213
6588,347.31869
6614,580.13213
6626,539.36698
6627,438.18384
6638,407.24582
6649,759.45613
6664,831.59278
6677,623.53294
6681,470.4235
6683,655.52364
6691,406.25076
6709,395.44894
6718,532.32947
6741,633.44516
6747,432.26639
6765,646.42919
6766,275.26111
6770,323.1156
6781,498.06344
6803,651.56419
6811,510.37666
6820,655.45097
6824,486.28629
6826,671.4036
6840,589.41889
6841,566.32462
6860,599.4608
6871,505.37674
6876,602.43335
6883,759.45613
6891,627.3774
6894,236.08357
6900,471.37106
6901,367.41763
6902,205.18287
6907,323.28219
6912,715.42991
6918,592.35528
6930,206.13048
6937,376.31862
6949,683.55446
6950,289.27678
6962,838.11381
6963,297.3394
6968,595.50168
6985,714.34163
6998,289.07371
7000,709.60628
7013,404.35015
7018,655.52345
7021,394.25639
7023,527.36684
7031,575.40339
7034,579.59566
7052,267.25594
7055,721.49784
7062,545.39283
7071,565.40406
7078,742.4295
7088,773.5505
7091,338.28189
7096,580.38286
7104,418.36542
7117,444.30247
7130,698.40331
7165,319.28744
7172,352.20967
7192,995.59727
7210,267.10458
7214,391.26373
7224,627.3775
7248,357.36073
7250,875.65448
7252,803.48221
7276,479.41017
7289,439.31436
7300,487.35092
7301,759.47267
7317,407.24576
7318,410.3184
7327,469.32476
7330,659.48248
7332,743.57664
7343,853.57676
7345,417.3817
7351,531.37702
7377,657.46652
7379,379.32424
7382,498.47565
7386,601.2936
7398,711.58569
7399,645.47541
7402,477.40269
7412,256.09202
7417,380.24086
7421,397.26744
7436,703.50905
7437,485.3199
7444,261.23014
7448,610.35073
7467,379.32391
7488,338.28191
7503,219.19852
7513,455.30926
7517,715.42983
7525,377.35036
7531,599.46551
7539,619.42964
7541,602.40304
7542,294.16765
7545,460.31878
7550,242.07631
7561,755.61206
7569,667.5595
7584,310.24067
7609,269.08385
7614,501.36616
7620,413.26236
7629,789.58132
7638,568.38232
7642,277.08902
7666,426.31327
7668,600.4176
7712,369.23609
7719,826.2465
7725,258.23457
7742,609.15605
7768,219.19852
7789,512.24113
7790,389.05023
7792,247.22979
7838,638.42458
7853,418.34413
7863,601.48167
7868,863.61837
7877,690.34186
7880,505.15519
7889,483.46457
7896,330.25575
7902,643.48705
7903,347.31868
7907,499.33555
7933,250.03931
7939,671.4036
7945,427.2779
7950,256.09978
7965,713.49279
7978,437.3667
7997,786.45563
8019,713.36518
8041,313.2769
8044,489.43931
8047,803.57549
8089,698.40342
8104,593.52232
8105,267.10456
8107,285.30297
8121,294.06304
8130,889.63402
8188,803.49849
8207,947.6761
8222,217.94704
8234,654.37715
8240,803.50041
8241,385.33436
8262,364.24006
8267,379.32956
8275,747.44915
8288,412.36576
8297,310.22953
8317,250.22939
8331,543.36191
8369,506.23168
8376,584.42091
8377,803.48241
8402,513.35102
8406,546.39527
8411,250.04505
8430,250.045
8463,247.22979
8484,583.3511
8485,443.32492
8493,506.32175
8501,301.27689
8513,547.27972
8527,617.45019
8536,556.23567
8579,448.33251
8586,257.12022
8591,847.50833
8597,604.44896
8611,319.28742
8623,388.35485
8633,261.24539
8674,472.3377
8691,627.49205
8728,304.27641
8733,345.32527
8743,891.6496
8747,406.28714
8749,671.48223
8750,830.48215
8791,647.1837
8823,316.20363
8890,134.10949
8898,275.26111
8908,277.089
8912,671.49555
8914,554.36681
8949,765.52424
8957,384.26842
8961,518.26808
8967,247.22983
8991,747.53513
8994,787.60259
9003,885.47895
9004,104.06255
9022,395.31877
9033,383.31863
9048,411.28316
9051,746.08764
9054,610.16173
9055,581.39633
9059,703.42269
9062,394.28707
9078,707.48205
9088,715.52283
9092,476.3498
9096,217.08893
9123,908.54777
9128,686.53752
9162,847.50867
9189,585.40902
9195,219.19849
9210,318.29222
9217,325.20997
9230,593.15354
9231,661.47702
9243,234.18309
9257,347.31869
9284,830.48163
9308,616.14151
9311,319.28737
9312,353.27783
9336,344.18095
9375,615.42003
9389,345.27627
9393,289.27679
9419,244.94929
9423,633.16835
9425,267.10461
9447,524.26322
9483,132.05748
9486,267.10462
9500,468.35375
9503,626.42426
9514,847.62347
9540,847.52714
9565,612.40869
9594,557.37754
9605,419.35524
9620,492.27285
9691,704.3623
9705,447.37108
9717,290.06452
9732,694.07658
9735,548.24263
9744,575.09778
9748,361.27099
9751,476.25703
9755,601.40375
9768,587.38795
9769,457.28865
9775,571.39329
9789,696.46607
9814,219.19855
9827,919.68038
9837,602.43306
9862,369.39697
9863,339.1866
9933,627.46983
9970,297.33945
9991,363.2196
10002,233.21415
10020,715.54549
10035,493.41314
10042,446.3967
10045,365.27159
10064,891.53458
10080,412.36594
10095,543.39851
10113,205.18287
10150,425.36622
10223,254.10535
10229,629.43535
10261,887.68996
10283,311.31874
10298,418.2352
10343,701.49293
10357,311.3547
10358,267.10454
10423,402.22272
10485,746.36764
10496,313.29752
10568,285.26648
10611,716.05946
10631,970.24721
10632,670.35145
10680,378.2922
10731,337.24628
10736,386.36751
10756,208.14611
10765,511.49562
10778,556.40141
10801,771.53459
10858,383.25195
10874,736.39549
10880,513.3873
10887,891.53481
10907,555.43387
10909,281.14139
10940,354.32364
10953,306.19835
10958,645.4298
10963,233.21418
10989,327.14689
11002,322.22942
11009,673.46147
11060,351.34972
11091,478.27269
11107,647.4606
11119,550.183
11159,267.10462
11174,670.45082
11220,759.53474
11233,269.08384
11248,715.09934
11254,670.54247
11258,847.52519
11267,319.10288
11299,355.38128
11351,529.26754
11359,320.21377
11369,247.22979
11378,209.10772
11402,485.35653
11409,729.52439
11414,199.22986
11432,298.29818
11477,166.07813
11488,217.947
11492,396.28957
11502,809.55017
11510,275.26106
11513,543.36203
11534,172.10978
11616,323.19168
11654,505.17345
11676,209.08392
11698,687.4773
11708,508.45046
11747,261.24543
11760,267.10461
11789,425.33497
11793,203.07326
11801,751.50876
11811,584.3772
11827,395.28827
11839,385.33443
11844,275.22471
11847,419.39713
11858,367.38124
11861,573.26212
11870,229.1828
11948,337.20968
11952,449.38646
11974,275.18824
11977,275.26105
11993,257.12022
11999,476.29321
12004,996.60138
12019,512.38039
12022,281.21417
12052,791.56104
12149,839.1457
12192,377.32895
12212,460.41219
12279,270.16171
12440,363.12579
12449,627.46704
12451,759.57232
12503,275.18818
12522,257.12023
12553,308.21307
12573,283.25087
12584,425.26239
12660,323.19417
12663,529.34553
12680,306.24057
12694,371.33997
12716,728.49225
12732,177.1516
12764,587.3879
12768,384.1124
12788,349.03837
12790,601.40394
12800,486.13145
12866,328.18625
12872,782.40377
13027,457.32494
13062,659.44593
13082,366.24261
13126,709.1061
13136,580.26878
13171,337.27667
13249,435.27718
13259,645.43034
13265,736.3954
13321,297.33947
13327,345.54153
13329,739.13442
13358,437.36733
13449,728.18953
13495,308.21316
13572,620.15308
13675,281.08389
13692,253.24039
13711,311.31874
13840,745.51934
13915,711.10282
13984,279.10433
13987,313.27681
14010,255.06813
14056,310.15456
14066,249.20917
14083,263.22484
14132,750.41324
14175,443.31627
14177,731.50351
14205,233.08383
14281,408.30757
14307,273.18373
14309,275.09447
14315,596.14464
14322,218.13047
14441,571.42876
14505,585.49054
14531,203.07327
14671,855.14066
14732,272.11587
14798,904.68771
14910,286.23136
14927,479.32795
14941,255.19854
14997,718.05616
15109,246.10027
15211,635.35181
15215,303.10475
15489,426.34992
15569,230.10524
15606,196.05224
16265,257.10491
16534,279.16783
16923,526.3951
17346,763.11461
17456,445.28753
18234,237.11511
18629,358.98901
19397,774.26974
