source,source_RT,source_MW,target,target_RT,target_MW,score,Correlation,P-Value
4,24.166,194.10663,4112,24.166,418.35725,75,0.854283159,2.14363E-16
4,24.166,194.10663,5889,21.044,432.337,55,0.922054334,1.13909E-22
18,15.441,266.16449,4020,15.439,311.2224,59,0.781400546,1.19434E-12
18,15.441,266.16449,6718,15.44,532.32947,31,0.727202432,7.07961E-09
19,9.487,290.12225,3000,12.559,466.31403,32,0.783122749,3.5297E-18
19,9.487,290.12225,3034,13.486,524.35607,57,0.789556885,6.25118E-20
19,9.487,290.12225,3121,11.564,408.27216,57,0.853489166,1.22482E-20
19,9.487,290.12225,3285,18.815,473.35263,32,0.754797186,1.31135E-17
19,9.487,290.12225,3425,14.351,582.39821,32,0.794867601,4.8795E-19
19,9.487,290.12225,4192,15.929,698.48197,57,0.773100615,6.98335E-16
19,9.487,290.12225,4469,10.455,367.25696,24,0.761389039,4.67835E-18
19,9.487,290.12225,4500,10.816,348.21467,32,0.814010014,1.44851E-20
19,9.487,290.12225,4953,11.971,423.28309,24,0.749413231,2.40561E-14
19,9.487,290.12225,5006,16.662,756.52385,57,0.788436618,7.65616E-20
19,9.487,290.12225,5456,10.238,529.34751,57,0.736145562,1.26596E-12
19,9.487,290.12225,5596,10.803,365.24119,24,0.777182511,9.1698E-18
19,9.487,290.12225,6133,8.639,366.22522,24,0.768588776,2.87912E-11
19,9.487,290.12225,6257,15.909,715.50847,32,0.809373201,1.96061E-16
19,9.487,290.12225,6333,14.805,597.40951,24,0.726064324,1.65598E-11
19,9.487,290.12225,6626,13.935,539.36698,32,0.787775381,1.40822E-19
19,9.487,290.12225,6820,15.608,655.45097,27,0.804962481,1.17464E-21
19,9.487,290.12225,7021,10.625,394.25639,32,0.702850682,5.16426E-08
19,9.487,290.12225,7023,12.584,527.36684,32,0.777045868,1.07503E-14
19,9.487,290.12225,7088,16.644,773.5505,32,0.756212109,5.00803E-13
19,9.487,290.12225,7327,11.639,469.32476,26,0.769313058,1.21432E-16
19,9.487,290.12225,7417,9.54,380.24086,24,0.778749821,1.71919E-11
19,9.487,290.12225,7421,9.558,397.26744,32,0.801197945,1.1056E-15
19,9.487,290.12225,7437,9.782,485.3199,32,0.744804596,8.92582E-12
19,9.487,290.12225,7513,10.621,455.30926,32,0.764415761,7.57628E-13
19,9.487,290.12225,7638,13.472,568.38232,57,0.822680664,1.35896E-17
19,9.487,290.12225,7838,15.623,638.42458,27,0.802350799,1.9851E-21
19,9.487,290.12225,7907,10.663,499.33555,32,0.750183226,2.34609E-10
19,9.487,290.12225,7945,8.824,427.2779,32,0.804872921,1.30943E-13
19,9.487,290.12225,7965,16.366,713.49279,32,0.746615487,6.45127E-15
19,9.487,290.12225,8207,18.665,947.6761,32,0.818761554,3.65353E-23
19,9.487,290.12225,8331,10.669,543.36191,32,0.76760112,3.38618E-13
19,9.487,290.12225,8914,12.607,554.36681,32,0.704128531,2.84512E-09
19,9.487,290.12225,9189,13.464,585.40902,57,0.792904593,1.5835E-14
19,9.487,290.12225,9503,14.305,626.42426,57,0.762101932,4.40491E-14
19,9.487,290.12225,9565,13.456,612.40869,57,0.845085717,8.17888E-22
19,9.487,290.12225,9594,11.526,557.37754,40,0.76392896,2.85207E-11
19,9.487,290.12225,9755,11.5,601.40375,32,0.776646418,2.8956E-14
19,9.487,290.12225,9768,10.71,587.38795,32,0.868934477,2.85283E-16
19,9.487,290.12225,9775,12.577,571.39329,32,0.733277825,6.32822E-10
19,9.487,290.12225,9789,16.365,696.46607,32,0.75107296,3.62773E-15
19,9.487,290.12225,10229,13.419,629.43535,57,0.751172527,8.69366E-13
19,9.487,290.12225,10343,15.075,701.49293,57,0.83373121,2.71789E-21
19,9.487,290.12225,10731,9.218,337.24628,32,0.742979238,2.31333E-14
19,9.487,290.12225,10801,17.08,771.53459,57,0.798662315,5.36013E-20
19,9.487,290.12225,10958,11.498,645.4298,32,0.84409832,3.68745E-18
19,9.487,290.12225,11009,13.47,673.46147,57,0.800948185,1.7015E-12
19,9.487,290.12225,11174,14.252,670.45082,57,0.833632212,5.0565E-21
19,9.487,290.12225,11220,15.829,759.53474,57,0.754833111,8.50625E-18
19,9.487,290.12225,11513,11.037,543.36203,57,0.723763047,7.0866E-14
19,9.487,290.12225,11698,14.245,687.4773,57,0.852185122,8.56883E-23
19,9.487,290.12225,11811,11.918,584.3772,57,0.80514687,1.06494E-15
19,9.487,290.12225,11827,10.46,395.28827,57,0.784861353,1.45702E-15
19,9.487,290.12225,12584,8.951,425.26239,32,0.771034747,3.64411E-14
19,9.487,290.12225,12663,10.319,529.34553,57,0.713326879,3.82697E-14
19,9.487,290.12225,12716,15.025,728.49225,57,0.788358769,1.26933E-19
19,9.487,290.12225,12790,11.911,601.40394,57,0.759417489,6.84709E-15
19,9.487,290.12225,13062,12.737,659.44593,57,0.731619187,7.22958E-10
19,9.487,290.12225,13259,11.98,645.43034,57,0.714404418,1.27497E-12
19,9.487,290.12225,13840,15.01,745.51934,57,0.797452743,8.628E-19
19,9.487,290.12225,14177,14.26,731.50351,57,0.820001582,2.3021E-19
27,24.059,434.35206,2901,18.276,582.43436,25,0.883845797,3.97837E-20
27,24.059,434.35206,3010,18.227,626.46058,23,0.841960404,2.30509E-16
27,24.059,434.35206,3126,23.63,507.44942,28,0.893226049,1.67285E-29
27,24.059,434.35206,3307,16.63,460.144,32,0.878196833,5.41981E-28
27,24.059,434.35206,3341,23.637,463.42343,31,0.866143063,4.05858E-19
27,24.059,434.35206,3466,17.693,501.36638,31,0.93044119,1.66947E-37
27,24.059,434.35206,3760,20.903,454.47487,31,0.706477086,1.21471E-13
27,24.059,434.35206,3934,23.628,490.42278,45,0.806663989,1.11544E-06
27,24.059,434.35206,4182,22.254,463.42342,33,0.879650923,4.00542E-16
27,24.059,434.35206,4244,21.562,652.51273,23,0.895589518,1.29142E-25
27,24.059,434.35206,4712,23.639,491.45474,29,0.902536691,1.35749E-16
27,24.059,434.35206,5195,23.607,579.50661,29,0.857624066,3.10445E-12
27,24.059,434.35206,5346,23.973,667.55936,29,0.838355154,1.19086E-16
27,24.059,434.35206,5364,19.26,657.50255,23,0.804175783,6.9879E-10
27,24.059,434.35206,5365,19.473,481.39636,32,0.754832592,2.23163E-06
27,24.059,434.35206,5658,17.713,457.34058,33,0.835084641,9.72294E-18
27,24.059,434.35206,5694,25.019,637.54851,33,0.767911691,2.89835E-07
27,24.059,434.35206,6047,23.496,609.51669,29,0.797995244,2.47445E-10
27,24.059,434.35206,6402,16.079,527.403,35,0.930090622,1.82245E-26
27,24.059,434.35206,6484,24.473,579.50633,38,0.739667267,1.99039E-06
27,24.059,434.35206,6803,25.895,651.56419,38,0.853089062,7.28485E-13
27,24.059,434.35206,6811,16.078,510.37666,36,0.90852433,1.03981E-26
27,24.059,434.35206,7330,16.004,659.48248,21,0.934099607,3.57759E-27
27,24.059,434.35206,8104,25.293,593.52232,38,0.81511705,1.90536E-13
27,24.059,434.35206,8579,21.194,448.33251,43,0.892998986,9.0218E-22
27,24.059,434.35206,9500,21.764,468.35375,50,0.891418846,1.00273E-16
27,24.059,434.35206,10042,23.424,446.3967,63,0.777537337,3.59804E-09
27,24.059,434.35206,11254,21.563,670.54247,63,0.933220986,2.79027E-20
27,24.059,434.35206,12212,24.145,460.41219,36,0.74189072,2.24547E-07
40,13.806,414.20409,3590,18.286,564.3969,28,0.705026217,1.30629E-07
52,16.019,229.08898,149,10.664,229.0889,50,0.700104217,6.32363E-14
58,9.138,229.08896,91,10.332,229.08894,75,0.766132437,4.2154E-14
70,9.55,230.08583,917,8.682,195.06823,67,0.711575701,4.06396E-13
70,9.55,230.08583,14732,11.339,272.11587,42,0.768976561,3.16164E-16
70,9.55,230.08583,15569,11.475,230.10524,42,0.807616541,3.52655E-18
71,15.44,210.10191,78,16.849,278.15159,31,0.805746767,2.02094E-06
71,15.44,210.10191,1272,20.732,440.19982,21,0.705841855,2.99939E-08
71,15.44,210.10191,4020,15.439,311.2224,55,0.723059951,4.53756E-10
71,15.44,210.10191,6718,15.44,532.32947,31,0.786049894,9.66423E-11
78,16.849,278.15159,564,17.901,280.20371,30,0.705792033,9.19522E-06
78,16.849,278.15159,782,10.381,441.33004,52,0.926764536,1.89963E-06
78,16.849,278.15159,1412,20.073,520.24738,22,0.75922845,1.35763E-08
78,16.849,278.15159,2503,21.775,561.55968,24,0.862386369,6.02689E-08
78,16.849,278.15159,2832,21.072,414.1844,25,0.823965532,1.23195E-08
78,16.849,278.15159,3000,12.559,466.31403,27,0.777135295,2.49381E-08
78,16.849,278.15159,3068,19.083,381.43339,28,0.724230641,1.87306E-07
78,16.849,278.15159,3126,23.63,507.44942,23,0.774057405,1.26338E-07
78,16.849,278.15159,3193,18.371,511.40775,20,0.736895076,0.02351503
78,16.849,278.15159,3341,23.637,463.42343,24,0.729968291,0.000115149
78,16.849,278.15159,3421,21.102,597.5696,21,0.790582794,2.13614E-09
78,16.849,278.15159,3562,21.035,580.55433,20,0.710188178,5.28804E-06
78,16.849,278.15159,3590,18.286,564.3969,22,0.715259997,3.11004E-07
78,16.849,278.15159,3621,20.156,465.52723,33,0.765720185,3.2841E-07
78,16.849,278.15159,3736,19.835,409.46438,27,0.997091094,0.000188252
78,16.849,278.15159,4372,18.865,467.28242,30,0.770596909,6.03777E-09
78,16.849,278.15159,4712,23.639,491.45474,20,0.732587232,0.01034241
78,16.849,278.15159,4813,12.712,347.21349,28,0.725351008,3.80367E-07
78,16.849,278.15159,5889,21.044,432.337,29,0.749557113,1.87033E-06
78,16.849,278.15159,5983,21.07,389.05028,20,0.831398681,4.83395E-07
78,16.849,278.15159,6998,15.674,289.07371,28,0.836016651,1.02599E-11
78,16.849,278.15159,7379,16.946,379.32424,30,0.741041707,0.000283529
78,16.849,278.15159,7467,16.765,379.32391,23,0.760984345,4.57554E-08
78,16.849,278.15159,7545,21.7,460.31878,25,0.753038338,0.000198148
78,16.849,278.15159,8121,15.939,294.06304,50,0.710889229,1.54755E-05
78,16.849,278.15159,8493,17.697,506.32175,39,0.7312806,4.06722E-07
78,16.849,278.15159,8579,21.194,448.33251,34,0.785089948,5.5373E-06
78,16.849,278.15159,9312,14.373,353.27783,27,0.876840864,3.85074E-06
78,16.849,278.15159,9717,14.126,290.06452,30,0.812868304,1.07978E-10
78,16.849,278.15159,10080,19.926,412.36594,38,0.95825719,4.69694E-05
78,16.849,278.15159,10095,11.386,543.39851,52,0.965385031,0.00769063
78,16.849,278.15159,10778,12.605,556.40141,27,0.758508334,0.000416614
78,16.849,278.15159,11492,17.715,396.28957,34,0.743875309,5.74389E-08
78,16.849,278.15159,11708,22.238,508.45046,31,0.8777041,1.70507E-05
78,16.849,278.15159,13327,15.809,345.54153,22,0.877338194,9.88757E-12
83,10.407,446.28545,68,12.222,562.36949,100,0.882097372,1.17827E-10
89,6.931,270.1442,736,7.06,284.12345,70,0.89096888,1.20855E-15
89,6.931,270.1442,2573,18.702,582.3347,28,0.707077541,1.11796E-11
89,6.931,270.1442,3437,18.49,802.46551,21,0.785783306,9.02985E-15
89,6.931,270.1442,3763,18.583,802.46588,21,0.809605481,3.24964E-16
89,6.931,270.1442,3828,18.801,610.36609,26,0.826487043,3.99643E-18
89,6.931,270.1442,4551,18.634,687.41387,22,0.727683633,1.41232E-12
91,10.332,229.08894,222,15.578,230.07294,46,0.783094878,1.43208E-13
91,10.332,229.08894,464,17.006,229.0889,63,0.776230226,1.24617E-13
91,10.332,229.08894,501,14.916,230.07295,46,0.8070857,6.84845E-15
91,10.332,229.08894,829,15.118,229.08892,28,0.817816875,1.52712E-15
105,9.456,312.15477,229,7.551,330.16524,100,0.749598961,2.04397E-09
105,9.456,312.15477,776,9.214,314.17039,45,0.798890735,7.20754E-15
105,9.456,312.15477,1397,17.956,312.15465,34,0.787976707,8.0917E-11
109,14.746,213.24546,259,17.258,253.08894,30,0.703007814,1.59017E-14
109,14.746,213.24546,1812,20.077,354.16168,29,0.788749306,2.27429E-18
109,14.746,213.24546,2482,24.652,437.42273,28,0.700409216,5.30712E-12
109,14.746,213.24546,2974,24.428,481.44893,31,0.823748716,1.16294E-21
109,14.746,213.24546,3476,21.51,479.43416,28,0.837700403,2.16129E-21
116,16.733,243.10458,135,15.757,243.10456,80,0.860863691,8.83778E-26
116,16.733,243.10458,185,9.525,243.10456,45,0.861772992,2.00513E-21
116,16.733,243.10458,805,19.359,243.10451,70,0.799929752,1.19165E-19
116,16.733,243.10458,1214,13.329,281.08386,37,0.833695574,2.48301E-22
123,14.171,241.27676,238,15.32,241.27675,53,0.766997764,0.000526091
123,14.171,241.27676,3934,23.628,490.42278,35,0.84143644,0.000311096
123,14.171,241.27676,5365,19.473,481.39636,22,0.820672431,2.8939E-06
123,14.171,241.27676,5544,20.349,283.28732,68,0.753817296,1.112E-07
123,14.171,241.27676,6187,22.269,374.33939,35,0.741056769,1.22922E-06
123,14.171,241.27676,6402,16.079,527.403,25,0.700868067,2.36092E-07
123,14.171,241.27676,9500,21.764,468.35375,40,0.815693621,1.35991E-09
123,14.171,241.27676,11254,21.563,670.54247,55,0.843233119,7.32054E-10
123,14.171,241.27676,12212,24.145,460.41219,26,0.718649385,0.00035739
124,15.604,210.10193,16,15.605,266.16449,40,0.896246749,8.99988E-27
124,15.604,210.10193,5132,11.1,238.05449,20,0.837070358,0.009534609
124,15.604,210.10193,5886,15.606,288.14644,20,0.851587862,1.29689E-19
128,15.78,253.08896,133,18.974,279.10462,30,0.971665814,2.14162E-54
128,15.78,253.08896,142,11.776,253.08893,78,0.732573994,5.97339E-12
128,15.78,253.08896,145,9.01,253.08898,69,0.942981755,6.78649E-42
128,15.78,253.08896,177,9.68,253.08894,71,0.73240861,3.59047E-15
128,15.78,253.08896,193,17.298,280.08859,39,0.922545634,4.48231E-36
128,15.78,253.08896,210,21.261,327.10462,33,0.820204261,2.52851E-22
128,15.78,253.08896,259,17.258,253.08894,63,0.967894463,3.77375E-52
128,15.78,253.08896,273,19.994,279.10453,32,0.953412378,4.21344E-48
128,15.78,253.08896,274,9.428,253.08897,66,0.835839081,1.21584E-24
128,15.78,253.08896,300,12.204,253.08892,60,0.830033452,1.11747E-19
128,15.78,253.08896,307,17.149,277.08895,24,0.955672968,7.68852E-46
128,15.78,253.08896,756,14.43,255.10458,38,0.76554257,1.34129E-16
128,15.78,253.08896,1041,18.56,255.10451,38,0.898099834,4.08741E-28
128,15.78,253.08896,1214,13.329,281.08386,29,0.931986764,5.28122E-37
128,15.78,253.08896,1514,18.598,267.10462,30,0.959999939,1.18177E-47
128,15.78,253.08896,1812,20.077,354.16168,29,0.76279189,1.28272E-16
128,15.78,253.08896,2974,24.428,481.44893,35,0.763251641,3.47528E-18
128,15.78,253.08896,3341,23.637,463.42343,24,0.758941328,1.37058E-12
128,15.78,253.08896,3476,21.51,479.43416,28,0.700086953,9.84156E-13
128,15.78,253.08896,3633,18.488,521.42897,34,0.88457698,7.92056E-15
128,15.78,253.08896,4182,22.254,463.42342,26,0.893846978,2.77396E-17
128,15.78,253.08896,4341,19.183,432.40809,28,0.748900774,4.86938E-17
128,15.78,253.08896,4427,20.884,562.38112,28,0.733432727,9.70266E-16
128,15.78,253.08896,5303,18.082,362.30314,27,0.881403339,6.71475E-19
128,15.78,253.08896,5306,17.023,449.37129,35,0.880427588,3.60729E-17
128,15.78,253.08896,5876,19.474,464.36985,29,0.710052771,1.77638E-06
128,15.78,253.08896,6111,13.418,267.10458,42,0.797687548,2.98053E-21
128,15.78,253.08896,6907,14.685,323.28219,27,0.749228609,3.7479E-16
128,15.78,253.08896,7609,14.052,269.08385,34,0.842065719,2.00466E-23
128,15.78,253.08896,7642,9.979,277.08902,22,0.781422104,4.55841E-13
128,15.78,253.08896,8121,15.939,294.06304,27,0.750163577,1.15841E-15
128,15.78,253.08896,9425,16.079,267.10461,21,0.801303431,1.95247E-20
128,15.78,253.08896,11233,14.417,269.08384,32,0.915025828,6.95048E-33
128,15.78,253.08896,12553,15.939,308.21307,52,0.719418157,6.04592E-15
128,15.78,253.08896,13321,15.935,297.33947,29,0.725978722,7.99562E-14
128,15.78,253.08896,13675,14.686,281.08389,32,0.87240648,3.70172E-28
128,15.78,253.08896,13984,14.326,279.10433,28,0.706528263,1.20763E-13
128,15.78,253.08896,14010,13.506,255.06813,44,0.800258295,6.69219E-20
128,15.78,253.08896,14941,16.863,255.19854,28,0.868865649,1.35206E-20
131,9.009,231.10458,13,10.162,253.08897,67,0.711027113,3.2132E-11
131,9.009,231.10458,145,9.01,253.08898,46,0.722380898,6.02936E-15
131,9.009,231.10458,177,9.68,253.08894,41,0.721119584,1.49081E-14
131,9.009,231.10458,225,12.62,231.10458,58,0.771129235,5.6728E-13
131,9.009,231.10458,274,9.428,253.08897,39,0.705402114,3.38439E-14
131,9.009,231.10458,282,16.643,253.08893,38,0.775326619,7.52337E-19
131,9.009,231.10458,288,13.38,253.08897,38,0.761381218,1.74885E-17
133,18.974,279.10462,193,17.298,280.08859,24,0.954313448,2.62048E-45
133,18.974,279.10462,210,21.261,327.10462,26,0.822400075,1.57467E-22
133,18.974,279.10462,273,19.994,279.10453,63,0.895552691,1.06426E-32
133,18.974,279.10462,308,19.435,279.10458,61,0.939847113,5.73721E-33
133,18.974,279.10462,405,17.486,280.0886,30,0.904755475,1.65434E-32
133,18.974,279.10462,436,12.189,279.10456,38,0.942411304,7.82072E-28
133,18.974,279.10462,1214,13.329,281.08386,37,0.906650252,2.31289E-34
133,18.974,279.10462,1812,20.077,354.16168,41,0.741948465,2.29299E-15
133,18.974,279.10462,3341,23.637,463.42343,25,0.70232316,2.83345E-10
133,18.974,279.10462,3633,18.488,521.42897,31,0.792249144,4.09465E-10
133,18.974,279.10462,4182,22.254,463.42342,41,0.795910586,2.28679E-11
133,18.974,279.10462,5303,18.082,362.30314,33,0.802014331,1.85217E-13
133,18.974,279.10462,5306,17.023,449.37129,20,0.801410045,2.73001E-12
133,18.974,279.10462,7104,21.954,418.36542,25,0.752289221,1.66151E-09
133,18.974,279.10462,13675,14.686,281.08389,50,0.882141505,1.56517E-29
133,18.974,279.10462,13984,14.326,279.10433,47,0.71719731,3.47281E-14
135,15.757,243.10456,805,19.359,243.10451,75,0.730414764,6.83604E-15
135,15.757,243.10456,1214,13.329,281.08386,42,0.833950434,7.06272E-23
136,10.401,424.30343,365,12.198,557.41388,63,0.838160298,1.5041E-11
136,10.401,424.30343,560,13.032,615.45569,29,0.809511815,4.39993E-10
136,10.401,424.30343,578,11.338,482.34542,75,0.889432844,3.82043E-14
136,10.401,424.30343,976,11.319,499.37198,75,0.912006257,4.15366E-15
136,10.401,424.30343,3126,23.63,507.44942,28,0.728403975,3.21386E-07
136,10.401,424.30343,3425,14.351,582.39821,25,0.773683773,1.96579E-08
136,10.401,424.30343,3462,12.215,540.38741,50,0.783260379,6.1473E-09
136,10.401,424.30343,3607,13.459,541.38264,50,0.75843815,3.46392E-08
136,10.401,424.30343,3663,12.558,483.34052,50,0.740466182,3.12993E-08
136,10.401,424.30343,3704,18.805,539.34005,29,0.711956191,2.587E-07
136,10.401,424.30343,4126,14.332,599.42489,27,0.713731955,4.89449E-07
136,10.401,424.30343,5059,12.603,555.39827,42,0.806225896,3.42257E-10
136,10.401,424.30343,5062,23.258,947.71144,25,0.720847092,7.10481E-07
136,10.401,424.30343,5599,11.522,425.29861,63,0.728647961,4.69311E-07
136,10.401,424.30343,5770,18.03,802.56563,21,0.709535248,6.11833E-07
136,10.401,424.30343,5917,9.681,441.29363,23,0.805245723,3.73247E-10
136,10.401,424.30343,6493,11.696,497.35625,58,0.729987317,6.09931E-08
136,10.401,424.30343,6626,13.935,539.36698,21,0.715948633,2.06363E-07
136,10.401,424.30343,7289,10.676,439.31436,58,0.752709249,1.37759E-08
136,10.401,424.30343,8130,18.025,889.63402,38,0.763315104,1.59883E-08
136,10.401,424.30343,8749,14.338,671.48223,29,0.872053208,2.09517E-12
136,10.401,424.30343,9514,16.139,847.62347,63,0.819591963,1.70656E-08
136,10.401,424.30343,10095,11.386,543.39851,63,0.943984928,5.47166E-16
136,10.401,424.30343,10778,12.605,556.40141,38,0.706600682,1.02182E-06
136,10.401,424.30343,10880,13.658,513.3873,63,0.836079509,1.63619E-08
136,10.401,424.30343,10907,16.889,555.43387,63,0.826697007,1.7E-09
136,10.401,424.30343,11402,10.487,485.35653,45,0.907804675,1.07617E-11
136,10.401,424.30343,11789,13.938,425.33497,63,0.716040546,1.25631E-05
139,9.282,250.14681,578,11.338,482.34542,35,0.888991775,2.18328E-12
139,9.282,250.14681,782,10.381,441.33004,60,0.794263886,3.44301E-08
139,9.282,250.14681,976,11.319,499.37198,35,0.942884418,2.21937E-15
139,9.282,250.14681,1802,7.119,250.17783,35,0.811415081,0.000135944
139,9.282,250.14681,3462,12.215,540.38741,23,0.704713916,7.86917E-07
139,9.282,250.14681,3607,13.459,541.38264,23,0.849377629,1.15741E-12
139,9.282,250.14681,5917,9.681,441.29363,20,0.867552927,4.36902E-13
139,9.282,250.14681,9312,14.373,353.27783,35,0.887890603,2.36415E-13
139,9.282,250.14681,10095,11.386,543.39851,60,0.765889952,5.11251E-06
139,9.282,250.14681,10778,12.605,556.40141,35,0.890209349,1.6715E-13
139,9.282,250.14681,11402,10.487,485.35653,20,0.776980418,7.98827E-06
142,11.776,253.08893,133,18.974,279.10462,35,0.714603636,3.72458E-12
142,11.776,253.08893,179,10.695,253.08894,80,0.81591009,8.6097E-12
142,11.776,253.08893,193,17.298,280.08859,20,0.710738992,3.82621E-12
142,11.776,253.08893,282,16.643,253.08893,73,0.79813297,7.79031E-17
142,11.776,253.08893,300,12.204,253.08892,67,0.806810792,2.88123E-16
142,11.776,253.08893,307,17.149,277.08895,21,0.737895086,3.1623E-13
142,11.776,253.08893,367,14.438,277.08896,57,0.777509078,4.16678E-14
142,11.776,253.08893,405,17.486,280.0886,37,0.735007826,2.93108E-13
142,11.776,253.08893,841,10.789,255.10456,60,0.801689051,1.92603E-13
142,11.776,253.08893,1041,18.56,255.10451,35,0.752731332,4.03633E-12
142,11.776,253.08893,1236,14.023,255.1045,66,0.719409414,9.4403E-11
142,11.776,253.08893,1514,18.598,267.10462,44,0.71385541,5.12331E-11
142,11.776,253.08893,1812,20.077,354.16168,34,0.827650182,1.09436E-16
142,11.776,253.08893,2315,20.882,545.48088,35,0.731488245,3.74166E-08
142,11.776,253.08893,2974,24.428,481.44893,42,0.840128245,1.816E-19
142,11.776,253.08893,3365,20.195,453.41797,34,0.81056982,1.86684E-17
142,11.776,253.08893,3458,18.071,515.38184,22,0.790303708,0.019578774
142,11.776,253.08893,3476,21.51,479.43416,33,0.809789967,3.16135E-16
142,11.776,253.08893,4186,19.07,430.39221,23,0.705860075,6.21472E-12
142,11.776,253.08893,4341,19.183,432.40809,43,0.800258037,7.51679E-16
142,11.776,253.08893,4427,20.884,562.38112,33,0.723315762,6.90548E-12
142,11.776,253.08893,4608,14.4,422.316,30,0.874838939,6.55838E-20
142,11.776,253.08893,4914,20.191,498.47592,38,0.864818195,4.02957E-21
142,11.776,253.08893,5857,20.563,474.29007,47,0.70692428,0.001507912
142,11.776,253.08893,6022,19.752,583.41454,35,0.703078313,1.73899E-06
142,11.776,253.08893,6111,13.418,267.10458,50,0.879495633,2.72397E-23
142,11.776,253.08893,6560,18.365,477.41774,38,0.841007005,4.14168E-17
142,11.776,253.08893,7071,22.158,565.40406,27,0.796443805,7.71395E-14
142,11.776,253.08893,7210,12.306,267.10458,34,0.932642159,2.99561E-28
142,11.776,253.08893,7214,18.053,391.26373,38,0.733773709,3.36261E-13
142,11.776,253.08893,7382,21.069,498.47565,43,0.822471732,4.35607E-16
142,11.776,253.08893,7444,12.17,261.23014,41,0.729815304,0.007051706
142,11.776,253.08893,7609,14.052,269.08385,39,0.844683267,1.17705E-17
142,11.776,253.08893,9425,16.079,267.10461,37,0.868500902,1.02225E-22
142,11.776,253.08893,10045,18.924,365.27159,47,0.715892875,3.86543E-10
142,11.776,253.08893,11091,23.062,478.27269,44,0.801396284,0.000189822
142,11.776,253.08893,11974,12.334,275.18824,24,0.837398208,2.21332E-17
142,11.776,253.08893,12553,15.939,308.21307,80,0.821831211,1.60136E-18
142,11.776,253.08893,13495,15.453,308.21316,49,0.798087482,7.84468E-17
142,11.776,253.08893,13675,14.686,281.08389,37,0.82428303,3.29161E-17
142,11.776,253.08893,14010,13.506,255.06813,47,0.726182101,1.11702E-11
142,11.776,253.08893,14941,16.863,255.19854,39,0.758698115,6.46692E-10
143,15.609,188.12001,16,15.605,266.16449,52,0.896246749,8.99988E-27
143,15.609,188.12001,5132,11.1,238.05449,26,0.837070358,0.009534609
143,15.609,188.12001,5886,15.606,288.14644,23,0.851587862,1.29689E-19
145,9.01,253.08898,133,18.974,279.10462,22,0.922131793,2.13231E-36
145,9.01,253.08898,177,9.68,253.08894,81,0.804082169,4.01487E-21
145,9.01,253.08898,193,17.298,280.08859,23,0.850760397,6.61576E-25
145,9.01,253.08898,259,17.258,253.08894,56,0.919106295,9.92651E-36
145,9.01,253.08898,273,19.994,279.10453,32,0.944052124,1.18664E-44
145,9.01,253.08898,274,9.428,253.08897,72,0.862884985,8.14326E-28
145,9.01,253.08898,282,16.643,253.08893,66,0.7153876,2.63281E-16
145,9.01,253.08898,288,13.38,253.08897,73,0.711443704,3.88897E-15
145,9.01,253.08898,300,12.204,253.08892,57,0.869632601,6.22663E-26
145,9.01,253.08898,307,17.149,277.08895,24,0.885677855,2.17138E-29
145,9.01,253.08898,405,17.486,280.0886,35,0.787423845,3.9912E-19
145,9.01,253.08898,756,14.43,255.10458,38,0.863018653,7.67196E-25
145,9.01,253.08898,1041,18.56,255.10451,38,0.931085108,3.87464E-34
145,9.01,253.08898,1443,14.685,278.22442,29,0.720876842,5.02358E-15
145,9.01,253.08898,1514,18.598,267.10462,39,0.925761447,8.23897E-37
145,9.01,253.08898,1812,20.077,354.16168,29,0.7790598,1.09182E-17
145,9.01,253.08898,2482,24.652,437.42273,28,0.717302544,9.38904E-13
145,9.01,253.08898,2974,24.428,481.44893,37,0.740293457,1.69658E-16
145,9.01,253.08898,3633,18.488,521.42897,45,0.939090697,3.7132E-20
145,9.01,253.08898,4182,22.254,463.42342,30,0.909788229,8.46578E-19
145,9.01,253.08898,4341,19.183,432.40809,31,0.764932164,4.13985E-18
145,9.01,253.08898,4427,20.884,562.38112,28,0.753685902,3.64158E-17
145,9.01,253.08898,4807,20.887,366.31324,24,0.718883818,4.47063E-15
145,9.01,253.08898,5303,18.082,362.30314,38,0.921153879,2.24439E-23
145,9.01,253.08898,5306,17.023,449.37129,21,0.913915147,1.99913E-20
145,9.01,253.08898,5365,19.473,481.39636,36,0.793591503,2.80742E-07
145,9.01,253.08898,5487,18.051,392.27142,32,0.729377372,1.13371E-15
145,9.01,253.08898,5876,19.474,464.36985,46,0.732292444,5.73047E-07
145,9.01,253.08898,6111,13.418,267.10458,45,0.78541358,3.06682E-20
145,9.01,253.08898,6907,14.685,323.28219,27,0.719587822,1.24167E-14
145,9.01,253.08898,7412,13.562,256.09202,32,0.707365387,9.28778E-15
145,9.01,253.08898,7609,14.052,269.08385,34,0.789883129,6.99457E-19
145,9.01,253.08898,7642,9.979,277.08902,29,0.932761473,1.30128E-29
145,9.01,253.08898,8121,15.939,294.06304,46,0.782404755,2.70477E-17
145,9.01,253.08898,8674,18.421,472.3377,38,0.701084484,7.86599E-11
145,9.01,253.08898,9425,16.079,267.10461,29,0.726303599,1.70564E-15
145,9.01,253.08898,11233,14.417,269.08384,33,0.946971531,1.05345E-40
145,9.01,253.08898,11760,13.688,267.10461,37,0.716285101,1.67418E-13
145,9.01,253.08898,12440,14.09,363.12579,21,0.701194066,1.56336E-13
